Project_Name,Neighborhood,Zip Code,TtlProjUnits,RentUnits,OwnUnits,TtlMarket,MarketRent,MarketOwn,Total Income-Restricted,Income-Restricted Rental,Income-Restricted Ownership,Tenure,Public/ Private,Includes Senior Units?,Section 8,Latitude,Longitude,Geocoded_Address,Geocode_Quality
Symphony Court at Burbank Street,Fenway,02115,34,0,34,32,0,32,2,0,2,Ownership,Private,,,42.34380900000001,-71.08792980000001,"41-43 Westland Ave, Boston, MA 02115, USA",full_match
Symphony Plaza East,Back Bay,02115,188,188,0,0,0,0,188,188,0,Rental,Private,Y,Y,42.3422479,-71.08468080000002,"333 Massachusetts Ave, Boston, MA 02115, USA",full_match
Symphony Plaza West,Fenway,02115,216,216,0,0,0,0,216,216,0,Rental,Private,Y,Y,42.3422479,-71.08468080000002,"333 Massachusetts Ave, Boston, MA 02115, USA",full_match
TAB I,Dorchester,02125,71,71,0,0,0,0,71,71,0,Rental,Private,Y,Y,42.3157363,-71.0527482,"Dorchester, MA 02125, USA",full_match
TAB II,Jamaica Plain,02119,68,68,0,1,1,0,67,67,0,Rental,Private,,Y,42.32182359999999,-71.08840359999999,"Roxbury, MA 02119, USA",full_match
TAB II?,Dorchester,02125,98,98,0,0,0,0,98,98,0,Rental,Private,,,42.3157363,-71.0527482,"Dorchester, MA 02125, USA",full_match
Tai Tung Village,Chinatown,02111,215,215,0,1,1,0,214,214,0,Rental,Private,,Y,42.3477386,-71.06172049999999,"232 Harrison Ave, Boston, MA 02111, USA",full_match
Taino Tower,South End,02118,27,0,27,12,0,12,15,0,15,Ownership,Private,,,42.3499902,-71.0998061,"The Towers, 140 Bay State Rd, Boston, MA 02215, USA",full_match
Talbot Commons Phase 1,Dorchester,02124,40,40,0,21,21,0,19,19,0,Rental,Private,,,42.2913257,-71.0757638,"Talbot Ave, Boston, MA 02124, USA",full_match
Talbot/Bernard (Elderly) 202,Dorchester,02124,31,31,0,1,1,0,30,30,0,Rental,Private,Y,Y,42.2923298,-71.07853829999999,"202 Talbot Ave, Boston, MA 02124, USA",full_match
Talbot/Bernard (Rental),Dorchester,02124,44,44,0,0,0,0,44,44,0,Rental,Private,,,42.2924367,-71.0795219,"Talbot Ave & Bernard St, Boston, MA 02124, USA",full_match
Tate (VUP),Dorchester,02124,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.2826027,-71.067605,"DORCHESTR CTR, MA 02124, USA",full_match
Taurus Apts,Roxbury,02121,38,38,0,0,0,0,38,38,0,Rental,Private,,Y,42.3255466,-71.0680233,"143 Shirley St, Boston, MA 02119, USA",full_match
Taurus at Fountain Hill,Roxbury,02119,73,73,0,0,0,0,73,73,0,Rental,Private,,Y,42.3261212,-71.0859431,"16 Akron St, Roxbury, MA 02119, USA",full_match
TDC III,South End,02118,61,61,0,46,46,0,15,15,0,Rental,Private,,,42.34088879999999,-71.0818705,"434 Massachusetts Ave, Boston, MA 02118, USA",full_match
Tebroc Levant (HOME AGAIN),Dorchester,02124,5,1,4,0,0,0,5,1,4,Ownership/Rental,Private,,,42.3033578,-71.0698695,"Tebroc St & Levant St, Boston, MA 02122, USA",full_match
Telford 180 (Formerly Charlesview Telford),Brighton,02135,85,0,85,79,0,79,6,0,6,Ownership,Private,,,42.3637477,-71.1378889,"180 Telford St, Boston, MA 02135, USA",full_match
Ten Most Wanted - 1,Dorchester,02121,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,,42.3304372,-71.0611924,"US-1, Boston, MA, USA",full_match
Ten Most Wanted - 10,Roxbury,02125,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,,42.3157363,-71.0527482,"Dorchester, MA 02125, USA",full_match
Ten Most Wanted - 11,Dorchester,02121,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.3065441,-71.08246129999999,"Grove Hall, MA 02121, USA",full_match
Ten Most Wanted - 12,Roxbury,02125,1,0,1,0,0,0,1,0,1,Ownership,Private,,,42.3157363,-71.0527482,"Dorchester, MA 02125, USA",full_match
Ten Most Wanted - 13,Roxbury,02119,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.32977040000001,-71.0850619,"13 Roxbury St, Boston, MA 02119, USA",full_match
Ten Most Wanted - 14,Dorchester,02124,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.2826027,-71.067605,"DORCHESTR CTR, MA 02124, USA",full_match
Ten Most Wanted - 15,Roxbury,02125,1,0,1,0,0,0,1,0,1,Ownership,Private,,,42.3157363,-71.0527482,"Dorchester, MA 02125, USA",full_match
Ten Most Wanted - 2,Mattapan,02126,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.2771417,-71.0913748,"Mattapan, MA 02126, USA",full_match
Ten Most Wanted - 3,Roxbury,02119,4,2,2,0,0,0,4,2,2,Ownership/Rental,Private,,,42.32978629999999,-71.08499309999999,"3 Roxbury St, Boston, MA 02119, USA",full_match
Ten Most Wanted - 4,Dorchester,02122,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.29671460000001,-71.0527482,"Dorchester, MA 02122, USA",full_match
Ten Most Wanted - 5,Dorchester,02121,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.3065441,-71.08246129999999,"Grove Hall, MA 02121, USA",full_match
Ten Most Wanted - 6,Dorchester,02121,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.3065441,-71.08246129999999,"Grove Hall, MA 02121, USA",full_match
Ten Most Wanted - 7,Dorchester,02124,2,1,1,0,0,0,2,1,1,Ownership,Private,,,42.2826027,-71.067605,"DORCHESTR CTR, MA 02124, USA",full_match
Ten Most Wanted - 8,Dorchester,02121,3,2,1,2,2,0,1,0,1,Ownership,Private,,,42.3065441,-71.08246129999999,"Grove Hall, MA 02121, USA",full_match
Ten Most Wanted - 9,Dorchester,02121,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.3392705,-71.0918874,"MA-9, Boston, MA, USA",full_match
Tent City,South End,02116,270,270,0,0,0,0,270,270,0,Rental,Private,,,42.3462414,-71.0763091,"130 Dartmouth St, Boston, MA 02116, USA",full_match
Terrace St Artists,Jamaica Plain,02120,14,0,14,0,0,0,14,0,14,Ownership - Artists,Private,,,42.3289671,-71.0979108,"Terrace St, Boston, MA 02120, USA",full_match
Terrace St Artists,Jamaica Plain,02120,14,0,14,0,0,0,14,0,14,Ownership - Artists,Private,,,42.3289671,-71.0979108,"Terrace St, Boston, MA 02120, USA",full_match
Thane St Apts,Dorchester,02124,6,6,0,0,0,0,6,6,0,Rental,Private,,Y,42.2962562,-71.0760562,"Thane St, Boston, MA 02124, USA",full_match
The 1850 Condominium,South End,02118,87,0,87,76,0,76,11,0,11,Ownership,Private,,,42.3387276,-71.0666255,"90 Wareham St, Boston, MA 02118, USA",full_match
The Aberdeen,Brighton,02125,40,0,40,35,0,35,5,0,5,Ownership,Private,,,42.3445416,-71.1494977,"Aberdeen, Boston, MA 02135, USA",full_match
The Anchorage,Charlestown,02129,112,112,0,89,89,0,23,23,0,Rental,Private,Y,,42.3761412,-71.0522455,"103 9th St, Charlestown, MA 02129, USA",full_match
The Andi (South Bay Town Center Building C),Dorchester,02125,215,215,0,187,187,0,28,28,0,Rental,Private,,,42.3247075,-71.0623959,"4 Lucy St, Boston, MA 02125, USA",full_match
The Beverly,West End,02114,239,239,0,0,0,0,239,239,0,Rental,Private,,,42.3654306,-71.059213,"101 Beverly St, Boston, MA 02114, USA",full_match
The Boulevard,Downtown,02110,36,0,36,31,0,31,5,0,5,Ownership,Private,,,42.3573892,-71.0520322,"110 Broad St, Boston, MA 02110, USA",full_match
The Brownstones,South End,02116,35,35,0,28,28,0,7,7,0,Rental,Private,,,42.3393454,-71.0788802,"163 W Springfield St, Boston, MA 02118, USA",full_match
The Bryant,South End,02116,50,0,50,48,0,48,2,0,2,Ownership,Private,,,42.3466042,-71.07475459999999,"303 Columbus Ave, Boston, MA 02116, USA",full_match
The Bulfinch,Mission Hill,02120,5,5,0,0,0,0,5,5,0,Ownership,Private,,,42.3298994,-71.1059676,"Mission Hill, Boston, MA, USA",full_match
The Carillon,Fenway,02115,31,30,1,30,30,0,1,0,1,Ownership/Rental,Private,,,42.3455494,-71.0870942,"185 Massachusetts Ave, Boston, MA 02115, USA",full_match
The Chester,South End,02118,17,17,0,7,7,0,10,10,0,Rental,Private,,Y,42.3389892,-71.0803833,"507 Massachusetts Ave, Boston, MA 02118, USA",full_match
The Clarendon,Back Bay,02116,285,178,107,248,142,106,37,36,1,Ownership/Rental,Private,,,42.3489503,-71.0738397,"400 Stuart St, Boston, MA 02116, USA",full_match
The Clarion,Roxbury,02121,39,39,0,7,7,0,32,32,0,Rental,Private,,,42.31417340000001,-71.0793636,"311 Blue Hill Ave, Boston, MA 02121, USA",full_match
The Commons at Forest Hills,Jamaica Plain,02130,283,283,0,243,243,0,40,40,0,Rental,Private,,,42.3009976,-71.11283519999999,"Forest Hills, Boston, MA 02130, USA",full_match
The Dorchester,Mattapan,02126,47,47,0,0,0,0,47,47,0,Rental,Private,?,Y,42.2765823,-71.0668829,"Dorchester Ave, Boston, MA 02124, USA",full_match
The Edge,Allston,02134,79,79,0,69,69,0,10,10,0,Rental,Private,,,42.3593008,-71.1270268,"Allston, MA 02134, USA",full_match
The Graphic,Charlestown,02129,171,171,0,148,148,0,23,23,0,Rental,Private,,,42.3831911,-71.0737481,"32 Cambridge St, Charlestown, MA 02129, USA",full_match
The Harmon Apartments (Boston Home Group),Dorchester,02124,36,0,36,6,0,6,30,30,0,Rental,Private,,,42.2809181,-71.066198,"2045 Dorchester Ave, Boston, MA 02124, USA",full_match
The Harvey,Charlestown,02129,177,177,0,154,154,0,23,23,0,Rental,Private,,,42.3802995,-71.0722421,"50 Hood Park Dr, Boston, MA 02129, USA",full_match
The Homes at Roxbury Crossing,Mission Hill,02120,22,0,22,0,0,0,22,0,22,Ownership,Private,,,42.3313709,-71.0954843,"Roxbury Crossing, 1400 Tremont St, Boston, MA 02120, USA",full_match
The Lancaster,Brighton,02134,55,0,55,37,0,37,18,0,18,Ownership,Private,,,42.3475201,-71.14137029999999,"1501 Commonwealth Ave, Boston, MA 02135, USA",full_match
The Macallen,South Boston,02127,144,0,144,124,0,124,20,0,20,Ownership,Private,,,42.34219359999999,-71.0579757,"141 Dorchester Ave, South Boston, MA 02127, USA",full_match
The Mark at DeNormanie Wharf,East Boston,02128,107,0,107,101,0,101,6,0,6,Ownership,Private,,,42.3698547,-71.0423407,"99 Sumner St Retail Unit, Boston, MA 02128, USA",full_match
The Melnea (Parcel 9/Residential),Roxbury,02119,50,50,0,43,43,0,7,7,0,Rental,Private,,,42.3338619,-71.08194999999999,"431 Melnea Cass Blvd, Boston, MA 02119, USA",full_match
The Metropolitan,Chinatown,02111,251,133,118,136,52,84,115,81,34,Ownership/Rental,Private,,Y,42.3486528,-71.06325559999999,"28 Ash St, Boston, MA 02111, USA",full_match
The Modern,Roxbury,02118,62,0,62,53,0,53,9,0,9,Ownership,Private,,,42.3377967,-71.0705763,"Roxbury, MA 02118, USA",full_match
The Mt Vernon,Allston,02134,7,7,0,5,5,0,2,2,0,Rental,Private,,,42.3470316,-71.1559085,"Mt Vernon St, Boston, MA 02135, USA",full_match
The Nautica,Charlestown,02129,117,0,117,105,0,105,12,0,12,Ownership,Private,,,42.37954089999999,-71.0646337,"Charlestown, MA 02129, USA",full_match
The Pierce,Fenway,02215,349,240,109,307,68,239,42,41,1,Ownership/Rental,Private,,,42.3437913,-71.1019092,"200 Brookline Ave, Boston, MA 02215, USA",full_match
The Radian,Chinatown,02111,240,240,0,235,235,0,5,5,0,Rental,Private,,,42.3522845,-71.0590994,"120 Kingston St, Boston, MA 02111, USA",full_match
The Residences At Forest Hills,Jamaica Plain,02130,250,250,0,200,200,0,50,50,0,Rental,Private,,,42.3009976,-71.11283519999999,"Forest Hills, Boston, MA 02130, USA",full_match
The Residences at St. Augustine,South Boston,02127,29,0,29,25,0,25,4,0,4,Ownership,Private,,,42.3364553,-71.0349193,"South Boston, MA 02127, USA",full_match
The Residences at West Broadway,South Boston,02127,139,139,0,122,122,0,17,17,0,Rental,Private,,,42.3394608,-71.051842,"W Broadway, Boston, MA 02127, USA",full_match
The Residences on E,South Boston,02127,34,0,34,30,0,30,4,0,4,Ownership,Private,,,42.3378146,-71.0492928,"E St, Boston, MA 02127, USA",full_match
The Seville Boston Harbor,East Boston,02128,66,0,66,58,0,58,8,0,8,Ownership,Private,,,42.3760773,-71.0393914,"250 Meridian St, Boston, MA 02128, USA",full_match
The Stearns,Downtown,02111,140,140,0,1,1,0,139,139,0,Rental,Private,Y,Y,42.355532,-71.062417,"10 Temple Pl, Boston, MA 02111, USA",full_match
The Sudbury [Govt Center Garage Rental],Downtown,02114,368,368,0,305,305,0,63,63,0,Rental,Private,,,42.36220609999999,-71.0600886,"125 Bowker St, Boston, MA 02114, USA",full_match
The Tremont,Mission Hill,02120,66,66,0,65,65,0,1,1,0,Rental,Private,,,42.3317864,-71.0986796,"1478-1486 Tremont St, Boston, MA 02120, USA",full_match
Theroch,Roxbury,02121,222,222,0,31,31,0,191,191,0,Rental,Private,,Y,42.3053474,-71.0795211,"133 Columbia Rd, Dorchester, MA 02121, USA",full_match
Thetford-Dyer Neighborhood Homes,Dorchester,02124,16,7,9,6,6,0,10,4,6,Ownership/Rental,Private,,,42.2831189,-71.0797545,"Dyer St, Boston, MA 02124, USA",full_match
Torre Unidad (2-49),South End,02118,201,201,0,0,0,0,201,201,0,Rental,Public,Y,,42.3377967,-71.0705763,"Roxbury, MA 02118, USA",full_match
Townhouses at Glenwood,Hyde Park,02136,19,0,19,17,0,17,2,0,2,Rental,Private,?,,42.2473506,-71.1245702,"Glenwood Ave, Boston, MA 02136, USA",full_match
Townhouses at Neponset River,Hyde Park,02136,16,0,16,14,0,14,2,0,2,Ownership,Private,,,42.2237683,-71.1344539,"Neponset, Boston, MA, USA",full_match
Treadmark,Dorchester,02124,83,51,32,28,0,28,55,51,4,Ownership/Rental,Private,,,42.2826027,-71.067605,"DORCHESTR CTR, MA 02124, USA",full_match
Tremont Houses,Roxbury,02118,23,23,0,0,0,0,23,23,0,Rental,Private,,,42.342117,-71.0750792,"Tremont St, Boston, MA 02118, USA",full_match
Trilogy Residential,Fenway,02215,534,534,0,475,475,0,59,59,0,Rental,Private,,,42.3476181,-71.1002881,"Boston, MA 02215, USA",full_match
Trinity Neighborhood House,East Boston,02128,16,16,0,0,0,0,16,16,0,Rental,Private,?,,42.3331832,-71.0411874,"136 H St, Boston, MA 02127, USA",full_match
Trinity Terrace,Dorchester,02121,62,62,0,0,0,0,62,62,0,Rental,Private,,,42.3014695,-71.0782079,"Trinity Terrace, Boston, MA 02121, USA",full_match
Trolley House Condos,South Boston,02127,25,0,25,23,0,23,2,0,2,Ownership,Private,,,42.3386854,-71.0471993,"335 W 2nd St, Boston, MA 02127, USA",full_match
Troy Boston,South End,02118,378,378,0,340,340,0,38,38,0,Rental,Private,,,42.3436526,-71.062648,"55 Traveler St, Boston, MA 02118, USA",full_match
Trull/Ware Homes,Dorchester,02125,4,1,3,0,0,0,4,1,3,Ownership/Rental,Private,,,42.3118465,-71.0668678,"Trull St & Ware St, Boston, MA 02125, USA",full_match
Twenty at Luma,Roxbury,02119,20,0,20,0,0,0,20,0,20,Ownership,Private,,,42.32182359999999,-71.08840359999999,"Roxbury, MA 02119, USA",full_match
UE Apartments,Jamaica Plain,02130,82,82,0,0,0,0,82,82,0,Rental,Private,Y,,42.3038968,-71.1061737,"Apartment, 65 Rossmore Rd, Jamaica Plain, MA 02130, USA",full_match
UE Dixwell Park,Jamaica Plain,02119,33,33,0,0,0,0,33,33,0,Rental,Private,,,42.3143147,-71.0979508,"Dixwell St, Boston, MA 02119, USA",full_match
Uhomes,Brighton,02134,20,0,20,8,0,8,12,0,12,Ownership,Private,,,42.3612119,-71.1392681,"90 Antwerp St, Boston, MA 02135, USA",full_match
Ulin House,Brighton,02135,242,242,0,0,0,0,242,242,0,Rental,Private,Y,Y,42.342096,-71.1518358,"Boston, MA 02135, USA",full_match
Uphams Corner Market Residential and Elderhouse,Dorchester,02125,45,45,0,1,1,0,44,44,0,Rental,Private,Y,,42.3170249,-71.06512339999999,"Upham's Corner, Boston, MA, USA",full_match
Uphams Corner/Red Hazel Apts,Dorchester,02125,36,36,0,0,0,0,36,36,0,Rental,Private,,Y,42.3170249,-71.06512339999999,"Upham's Corner, Boston, MA, USA",full_match
Uphams West,Roxbury,02125,13,13,0,0,0,0,13,13,0,Rental,Private,,,42.3170249,-71.06512339999999,"Upham's Corner, Boston, MA, USA",full_match
Upton Street Lodging House,South End,02136,19,19,0,1,1,0,18,18,0,Rental,Private,,,42.342408,-71.0722284,"Upton St, Boston, MA 02118, USA",full_match
Upton Street Lodging House Units,South End,02118,19,19,0,1,1,0,18,18,0,Rental,Private,,,42.342408,-71.0722284,"Upton St, Boston, MA 02118, USA",full_match
Urbanica 691,Roxbury,02118,40,0,40,38,0,38,2,0,2,Ownership,Private,,,42.3327678,-71.0806854,"Melnea Cass Blvd, Boston, MA 02118, USA",full_match
Urbanica Highland Park (E+),Roxbury,02119,4,0,4,3,0,3,1,0,1,Ownership,Private,,,42.3337879,-71.081882,"429 Melnea Cass Blvd, Boston, MA 02119, USA",full_match
Uva Douglas Estates,Roxbury,02121,15,15,0,0,0,0,15,15,0,Rental,Private,,,42.3065441,-71.08246129999999,"Grove Hall, MA 02121, USA",full_match
Valenchuck (VUP),Dorchester,02122,2,2,0,0,0,0,2,2,0,Rental,Private,,,42.29671460000001,-71.0527482,"Dorchester, MA 02122, USA",full_match
Van Ness Terrace,Roxbury,02119,50,50,0,0,0,0,50,50,0,Rental,Private,,,42.3454331,-71.0981342,"Van Ness St, Boston, MA 02215, USA",full_match
Vertullo Building (AOP),Hyde Park,02136,3,3,0,0,0,0,3,3,0,Rental,Private,,,42.2527785,-71.1299976,"Hyde Park, MA 02136, USA",full_match
Vet Step Up,Roxbury,02121,10,10,0,0,0,0,10,10,0,Rental,Private,,,42.3065441,-71.08246129999999,"Grove Hall, MA 02121, USA",full_match
Veterans Studios at Brighton Marine,Brighton,02135,25,25,0,0,0,0,25,25,0,Rental,Private,,,42.3489247,-71.1427442,"77 Warren St, Brighton, MA 02135, USA",full_match
VFW Parkway Condos,West Roxbury,02132,15,0,15,14,0,14,1,0,1,Ownership,Private,,,42.2684527,-71.1708005,"1522 VFW Pkwy, Boston, MA 02132, USA",full_match
Victoria Apartments,South End,02118,190,190,0,0,0,0,190,190,0,Rental,Private,,Y,42.35217000000001,-71.121709,"1029 Commonwealth Ave, Boston, MA 02215, USA",full_match
Victory Gardens Plaza,East Boston,02128,87,87,0,0,0,0,87,87,0,Rental,Private,Y,Y,42.3687799,-71.0376776,"54 Orleans St # 1, East Boston, MA 02128, USA",full_match
Victory House,South End,02118,6,6,0,0,0,0,6,6,0,Rental,Private,,,42.3379328,-71.07834129999999,"566 Chester Square, Boston, MA 02118, USA",full_match
Viet-AID,Dorchester,02122,6,6,0,0,0,0,6,6,0,Rental,Private,,,42.29994250000001,-71.0634292,"42 Charles St, Boston, MA 02122, USA",full_match
Villa Michelangelo,North End,02113,71,71,0,0,0,0,71,71,0,Rental,Private,Y,,42.3672122,-71.0547824,"1 Michelangelo St, Boston, MA 02113, USA",full_match
Village At Cleary Square,Hyde Park,02136,59,0,59,53,0,53,6,0,6,Ownership,Private,,,42.2565289,-71.1240559,"Stony Brook / Cleary Square, Boston, MA, USA",full_match
Vines (VUP) CDFI,Dorchester,02121,2,2,0,0,0,0,2,2,0,Rental,Private,,,42.3264825,-71.0774343,"Vine St, Boston, MA 02119, USA",full_match
Violet|Evelyn NHI (523 Norfolk),Mattapan,02126,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.2743535,-71.0897669,"Violet St, Boston, MA 02126, USA",full_match
Viridian,Fenway,02215,350,350,0,312,312,0,38,38,0,Rental,Private,,,42.3445321,-71.0972111,"1282 Boylston St, Boston, MA 02215, USA",full_match
VITA,Jamaica Plain,02130,126,0,126,107,0,107,19,0,19,Ownership,Private,,,42.3054758,-71.10889279999999,"3531 Washington St Suite 103, Boston, MA 02130, USA",full_match
Viviendas Associates I,South End,02118,181,181,0,0,0,0,181,181,0,Rental,Private,,Y,42.3488075,-71.1474614,"736 Cambridge St, Boston, MA 02135, USA",full_match
Viviendas La Victoria II,South End,02118,190,190,0,0,0,0,190,190,0,Rental,Private,,,,,,zip_fallback
Wait Street,Mission Hill,02115,100,100,0,0,0,0,100,100,0,Rental,Private,Y,Y,42.3325742,-71.1063152,"Wait St, Boston, MA 02115, USA",full_match
Walker Park Apartments,Roxbury,02130,49,49,0,0,0,0,49,49,0,Rental,Private,,,42.3179953,-71.08182029999999,"380 Warren St, Roxbury, MA 02119, USA",full_match
Wallingford Housing,Brighton,02135,209,209,0,0,0,0,209,209,0,Rental,Private,Y,Y,42.3427123,-71.1511643,"Wallingford Rd, Boston, MA 02135, USA",full_match
Walnut Avenue Apartments (SPO),Jamaica Plain,02130,31,31,0,0,0,0,31,31,0,Rental,Private,,,42.3110704,-71.0978569,"Walnut Ave, Boston, MA 02130, USA",full_match
Walnut Community Housing,Roxbury,02119,37,37,0,3,3,0,34,34,0,Rental,Private,Y,,42.3186395,-71.0912367,"237 Walnut Ave, Boston, MA 02119, USA",full_match
Walnut House/Rogerson,Jamaica Plain,02119,37,37,0,0,0,0,37,37,0,Rental,Private,Y,,42.320139,-71.08742629999999,"158 Walnut Ave, Boston, MA 02119, USA",full_match
Walter Baker Lofts,Mattapan,02124,13,13,0,0,0,0,13,13,0,Rental,Private,,,42.2717544,-71.0683474,"1231 Adams St, Boston, MA 02124, USA",full_match
Walter J. Martin Coop,South Boston,02127,34,34,0,0,0,0,34,34,0,Cooperative,Private,,,42.3360204,-71.1034325,"Goldenson Building, 220 Longwood Ave, Boston, MA 02115, USA",full_match
Wardman Apts,Roxbury,02119,88,88,0,0,0,0,88,88,0,Rental,Private,,Y,42.3154258,-71.09505519999999,"9 Wardman Rd, Roxbury, MA 02119, USA",full_match
Wareham Lofts,South End,02118,28,0,28,25,0,25,3,0,3,Ownership,Private,,,42.325325,-71.06288219999999,"1100 Massachusetts Ave, Boston, MA 02118, USA",full_match
Warren Avenue Apts,South End,02116,30,30,0,1,1,0,29,29,0,Rental,Private,,Y,42.3449216,-71.0721974,"Warren Ave, Boston, MA 02116, USA",full_match
Warren Gardens Coop,Roxbury,02119,228,228,0,0,0,0,228,228,0,Cooperative,Private,,Y,42.3226699,-71.0838072,"16 Fenno St, Roxbury, MA 02119, USA",full_match
Warren Green Leasehold Condominiums,Charlestown,02129,17,0,17,15,0,15,2,0,2,Ownership,Private,,,42.3625196,-71.0643517,"50 Staniford St, Boston, MA 02114, USA",full_match
Warren St Nursing Home,Roxbury,02121,9,9,0,0,0,0,9,9,0,Rental,Private,,,42.3127425,-71.0832793,"Warren St, Boston, MA 02121, USA",full_match
Washington Grove,West Roxbury,02132,24,0,24,21,0,21,3,0,3,Ownership/Rental,Private,,,42.261087,-71.157076,"Washington St @ Grove St, Boston, MA 02132, USA",full_match
"Washington Heights I, II",Roxbury,02119,175,175,0,0,0,0,175,175,0,Rental,Private,,Y,42.3235377,-71.0894421,"Washington St, Boston, MA 02119, USA",full_match
Washington Manor (2-44C),South End,02118,77,77,0,0,0,0,77,77,0,Rental,Public,Y,,42.3398482,-71.0721335,"Washington St, Boston, MA 02118, USA",full_match
Washington Mews,Dorchester,02124,20,20,0,0,0,0,20,20,0,Rental,Private,,,42.3065589,-71.1074023,"Washington St, Boston, MA, USA",city_only
